IdCliente;Edad;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
31749;47;Trabajador Dependiente;Casado;Universitario;No;1026000;No;No;Celular;6;No
31750;54;Técnico;Casado;Técnico Profesional;No;133000;No;No;Celular;5;No
31751;55;Trabajador Dependiente;Soltero;Universitario;No;557000;No;No;Celular;0;Si
31752;55;Trabajador Dependiente;Soltero;Universitario;No;1475000;Si;No;Celular;12;No
31753;54;Trabajador Dependiente;Casado;Universitario;No;79000;Si;No;Celular;6;No
31754;55;Obrero;Casado;Enseñanza Media;No;152000;No;No;Celular;0;No
31755;48;Trabajador Dependiente;Soltero;Universitario;No;1279000;Si;No;Celular;10;Si
31756;47;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;No;No;Celular;2;No
31757;52;Trabajador Dependiente;Soltero;Universitario;No;5000;No;No;Celular;0;No
31758;50;Trabajador Dependiente;Soltero;Universitario;No;1227000;No;No;Fono Particular;1;No
31759;48;Trabajador Dependiente;Casado;Universitario;No;10000;No;No;Celular;1;No
31760;40;Trabajador Dependiente;Casado;Enseñanza Media;No;-52000;No;No;Emailing;0;No
31761;55;Trabajador Independiente;Soltero;Universitario;No;9962000;No;No;Celular;0;Si
31762;49;Trabajador Dependiente;Casado;Universitario;No;1406000;Si;No;Celular;1;Si
31763;55;Técnico;Casado;Técnico Profesional;No;197000;No;No;Celular;0;No
31764;55;Gerente;Casado;Universitario;No;4859000;No;No;Celular;2;No
31765;49;Gerente;Soltero;Universitario;No;524000;No;No;Emailing;0;No
31766;53;Trabajador Dependiente;Soltero;Universitario;No;2481000;No;No;Celular;14;No
31767;51;Gerente;Casado;Universitario;No;589000;No;No;Celular;3;Si
31768;49;Gerente;Casado;Universitario;No;1388000;Si;No;Celular;4;No
31769;53;Empresario;Casado;Enseñanza Media;No;4659000;Si;No;Emailing;0;No
31770;51;Trabajador Dependiente;Soltero;Universitario;No;625000;No;Si;Emailing;0;Si
31771;51;Técnico;Casado;Técnico Profesional;No;256000;Si;No;Celular;1;No
31772;50;Trabajador Dependiente;Soltero;Universitario;No;48000;Si;No;Celular;6;No
31773;53;Trabajador Dependiente;Soltero;Universitario;No;1923000;No;No;Celular;0;No
31774;42;Trabajador Dependiente;Soltero;Enseñanza Media;No;-32000;No;Si;Celular;2;No
31775;53;Trabajador Independiente;Casado;Universitario;No;2427000;No;No;Fono Particular;3;No
31776;51;Gerente;Soltero;Universitario;No;1228000;No;No;Celular;10;No
31777;49;Gerente;Soltero;Universitario;No;2279000;No;No;Celular;0;No
31778;47;Gerente;Soltero;Universitario;No;13014000;No;No;Celular;0;Si
31779;47;Trabajador Dependiente;Casado;Universitario;No;882000;No;No;Celular;5;No
31780;48;Trabajador Dependiente;Casado;Universitario;No;3160000;Si;No;Celular;0;No
31781;50;Trabajador Dependiente;Casado;Universitario;No;39000;No;No;Celular;0;No
31782;48;Trabajador Dependiente;Soltero;Universitario;No;415000;No;No;Celular;0;No
31783;52;Trabajador Dependiente;Casado;Universitario;No;1337000;No;No;Celular;1;Si
31784;55;Trabajador Dependiente;Casado;Universitario;No;35000;Si;No;Celular;2;No
31785;47;Técnico;Soltero;Técnico Profesional;No;144000;Si;Si;Celular;19;No
31786;52;Trabajador Dependiente;Soltero;Técnico Profesional;No;3119000;No;No;Celular;0;Si
31787;54;Obrero;Soltero;Enseñanza Básica;No;79000;No;No;Fono Particular;0;No
31788;47;Trabajador Dependiente;Casado;Universitario;No;603000;Si;No;Celular;1;No
31789;52;Trabajador Dependiente;Casado;Enseñanza Media;No;5000;No;No;Fono Particular;0;No
31790;47;Técnico;Soltero;Técnico Profesional;No;144000;Si;Si;Celular;16;No
31791;53;Gerente;Casado;Universitario;No;5973000;Si;No;Celular;0;No
31792;50;Trabajador Dependiente;Casado;Universitario;No;7050000;No;No;Celular;0;Si
31793;47;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;2;No
31794;55;Trabajador Dependiente;Casado;Universitario;No;35000;Si;No;Celular;0;No
31795;55;Trabajador Dependiente;Casado;Universitario;No;62000;No;No;Celular;0;No
31796;50;Gerente;Soltero;Universitario;No;417000;Si;No;Celular;3;No
31797;48;Trabajador Dependiente;Casado;Universitario;No;262000;No;No;Celular;1;No
31798;52;Trabajador Dependiente;Casado;Universitario;No;2552000;Si;Si;Celular;0;No
31799;54;Trabajador Dependiente;Casado;Universitario;No;16000;Si;No;Fono Particular;1;No
31800;52;Trabajador Dependiente;Casado;Universitario;No;158000;No;No;Celular;4;No
31801;51;Trabajador Dependiente;Soltero;Universitario;No;1363000;No;No;Fono Particular;1;No
31802;50;Empresario;Soltero;Enseñanza Media;No;318000;Si;No;Celular;3;No
31803;47;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;1;No
31804;48;Trabajador Dependiente;Casado;Enseñanza Media;No;19000;Si;Si;Celular;0;No
31805;49;Gerente;Soltero;Universitario;No;1730000;Si;No;Celular;0;No
31806;54;Trabajador Dependiente;Soltero;Universitario;No;484000;No;No;Celular;0;No
31807;50;Trabajador Dependiente;Soltero;Técnico Profesional;No;1281000;No;No;Celular;1;No
31808;54;Trabajador Dependiente;Soltero;Universitario;No;745000;Si;Si;Celular;0;No
31809;55;Trabajador Dependiente;Casado;Universitario;No;2447000;Si;No;Celular;0;No
31810;53;Trabajador Dependiente;Casado;Universitario;No;1464000;Si;No;Celular;5;Si
31811;47;Trabajador Dependiente;Soltero;Universitario;No;612000;No;No;Celular;1;No
31812;55;Trabajador Independiente;Casado;Universitario;No;980000;No;No;Celular;4;No
31813;47;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;7;No
31814;47;Gerente;Soltero;Universitario;No;747000;No;No;Celular;1;No
31815;47;Trabajador Dependiente;Soltero;Universitario;No;2583000;No;No;Celular;2;No
31816;54;Trabajador Dependiente;Soltero;Universitario;No;268000;No;No;Celular;0;No
31817;52;Gerente;Casado;Universitario;No;1022000;Si;No;Celular;0;No
31818;52;Trabajador Dependiente;Soltero;Universitario;No;869000;No;No;Celular;0;No
31819;53;Trabajador Dependiente;Soltero;Enseñanza Media;No;15000;No;No;Celular;0;No
31820;53;Trabajador Dependiente;Soltero;Universitario;No;528000;Si;No;Celular;5;Si
31821;49;Gerente;Casado;Universitario;No;902000;Si;No;Celular;2;No
31822;48;Trabajador Dependiente;Soltero;Universitario;No;1351000;Si;No;Celular;0;No
31823;51;Obrero;Casado;Enseñanza Media;No;175000;Si;No;Celular;2;No
31824;41;Obrero;Casado;Enseñanza Básica;No;-204000;Si;No;Celular;0;No
31825;53;Trabajador Dependiente;Casado;Universitario;No;2436000;Si;No;Celular;0;No
31826;50;Trabajador Dependiente;Casado;Universitario;No;237000;Si;No;Celular;0;No
31827;47;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;Si;Si;Celular;0;No
31828;50;Trabajador Independiente;Soltero;Universitario;No;1272000;Si;No;Celular;0;No
31829;50;Trabajador Dependiente;Casado;Universitario;No;273000;Si;No;Celular;2;No
31830;53;Trabajador Dependiente;Casado;Universitario;No;384000;Si;No;Celular;0;No
31831;55;Trabajador Dependiente;Casado;Universitario;No;332000;No;No;Celular;0;No
31832;48;Obrero;Casado;Enseñanza Básica;No;109000;Si;No;Celular;0;No
31833;55;Obrero;Soltero;Enseñanza Media;No;62000;Si;No;Celular;0;No
31834;50;Trabajador Independiente;Soltero;Técnico Profesional;No;687000;Si;No;Celular;0;No
31835;47;Trabajador Dependiente;Casado;Universitario;No;774000;Si;Si;Celular;6;No
31836;48;Trabajador Dependiente;Soltero;Universitario;No;28000;Si;No;Celular;2;No
31837;55;Gerente;Casado;Universitario;No;3050000;Si;No;Celular;0;Si
31838;47;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;3;No
31839;54;Trabajador Independiente;Soltero;Universitario;No;1798000;Si;No;Celular;0;No
31840;54;Trabajador Dependiente;Casado;Universitario;No;7063000;Si;No;Celular;9;No
31841;45;Técnico;Casado;Técnico Profesional;No;-56000;Si;No;Celular;0;No
31842;54;Técnico;Casado;Técnico Profesional;No;178000;Si;No;Celular;0;No
31843;51;Trabajador Dependiente;Soltero;Universitario;No;76000;Si;No;Celular;3;No
31844;54;Trabajador Dependiente;Casado;Universitario;No;142000;Si;No;Celular;0;No
31845;53;Trabajador Dependiente;Soltero;Universitario;No;303000;No;No;Celular;6;No
31846;52;Trabajador Dependiente;Casado;Universitario;No;1337000;No;No;Celular;3;Si
31847;53;Trabajador Dependiente;Casado;Universitario;No;69000;No;Si;Celular;2;No
31848;53;Técnico;Casado;Técnico Profesional;No;294000;Si;No;Celular;3;No
31849;54;Trabajador Dependiente;Casado;Universitario;No;250000;No;No;Celular;8;No
31850;47;Trabajador Independiente;Soltero;Enseñanza Media;No;360000;Si;No;Celular;0;No
31851;50;Gerente;Casado;Universitario;No;2037000;No;No;Celular;0;Si
31852;54;Trabajador Dependiente;Casado;Universitario;No;529000;Si;No;Celular;3;No
31853;50;Trabajador Dependiente;Soltero;Universitario;No;183000;Si;No;Celular;0;No
31854;51;Técnico;Divorciado;Técnico Profesional;No;175000;Si;No;Celular;0;No
31855;53;Trabajador Dependiente;Casado;Universitario;No;186000;Si;No;Celular;0;No
31856;52;Obrero;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
31857;50;Obrero;Soltero;Enseñanza Media;No;39000;No;No;Celular;3;No
31858;49;Trabajador Dependiente;Soltero;Universitario;No;29000;Si;No;Celular;0;No
31859;51;Trabajador Dependiente;Soltero;Universitario;No;283000;Si;No;Celular;0;No
31860;55;Trabajador Dependiente;Casado;Universitario;No;467000;Si;No;Celular;2;No
31861;47;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
31862;54;Trabajador Dependiente;Casado;Universitario;No;3778000;Si;No;Fono Particular;0;No
31863;52;Gerente;Soltero;Universitario;No;3821000;Si;No;Celular;0;Si
31864;50;Obrero;Casado;Enseñanza Básica;No;3000;Si;No;Celular;0;No
31865;50;Obrero;Soltero;Enseñanza Media;No;129000;Si;Si;Celular;2;No
31866;54;Gerente;Casado;Universitario;No;2599000;No;No;Celular;2;No
31867;52;Trabajador Dependiente;Soltero;Técnico Profesional;No;86000;No;No;Celular;1;No
31868;50;Trabajador Dependiente;Divorciado;Universitario;No;1614000;Si;No;Celular;1;No
31869;50;Trabajador Dependiente;Soltero;Universitario;No;4062000;Si;Si;Celular;0;No
31870;50;Trabajador Dependiente;Divorciado;Universitario;No;390000;Si;No;Celular;2;No
31871;47;Obrero;Divorciado;Enseñanza Básica;No;0;Si;No;Celular;0;No
31872;49;Gerente;Soltero;Universitario;No;2360000;Si;No;Celular;1;No
31873;53;Trabajador Dependiente;Casado;Universitario;No;2994000;Si;No;Celular;1;No
31874;49;Obrero;Casado;Enseñanza Media;No;29000;Si;No;Celular;0;No
31875;41;Trabajador Dependiente;Casado;Universitario;Si;-285000;Si;No;Celular;3;No
31876;52;Técnico;Soltero;Técnico Profesional;No;194000;Si;Si;Celular;0;No
31877;51;Trabajador Dependiente;Soltero;Universitario;No;6979000;Si;No;Celular;0;No
31878;49;Trabajador Dependiente;Casado;Universitario;No;362000;Si;No;Celular;0;No
31879;55;Trabajador Dependiente;Casado;Universitario;No;431000;Si;No;Celular;0;No
31880;50;Trabajador Dependiente;Soltero;Universitario;No;4260000;Si;No;Celular;0;No
31881;48;Gerente;Soltero;Universitario;No;11350000;Si;No;Celular;1;No
31882;51;Trabajador Dependiente;Casado;Universitario;No;580000;Si;No;Celular;0;No
31883;53;Trabajador Dependiente;Casado;Universitario;No;2139000;Si;No;Celular;0;No
31884;47;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
31885;52;Obrero;Divorciado;Enseñanza Media;No;176000;Si;No;Celular;5;No
31886;42;Obrero;Casado;Enseñanza Media;No;-257000;Si;No;Celular;4;No
31887;50;Trabajador Dependiente;Divorciado;Universitario;No;1317000;Si;No;Celular;0;No
31888;50;Gerente;Soltero;Universitario;No;4782000;Si;No;Celular;1;No
31889;40;Técnico;Casado;Técnico Profesional;No;-25000;No;No;Celular;0;No
31890;51;Trabajador Dependiente;Divorciado;Universitario;No;787000;Si;No;Celular;0;No
31891;54;Trabajador Dependiente;Casado;Universitario;No;2374000;Si;No;Celular;2;Si
31892;52;Trabajador Dependiente;Casado;Universitario;No;626000;Si;No;Celular;0;No
31893;51;Trabajador Dependiente;Casado;Universitario;No;2542000;Si;No;Celular;0;No
31894;54;Trabajador Dependiente;Casado;Universitario;No;259000;Si;No;Celular;0;No
31895;49;Trabajador Dependiente;Soltero;Enseñanza Media;No;2000;Si;No;Celular;0;No
31896;54;Obrero;Soltero;Enseñanza Básica;No;97000;No;No;Celular;0;No
31897;54;Obrero;Casado;Enseñanza Básica;No;79000;Si;No;Celular;0;No
31898;54;Trabajador Dependiente;Casado;Enseñanza Media;No;124000;Si;No;Fono Particular;2;No
31899;53;Trabajador Dependiente;Casado;Universitario;No;393000;Si;No;Celular;0;No
31900;47;Trabajador Dependiente;Soltero;Universitario;No;18000;Si;Si;Celular;1;No
31901;49;Trabajador Dependiente;Soltero;Universitario;No;920000;Si;No;Celular;5;No
31902;51;Gerente;Soltero;Universitario;No;382000;No;No;Celular;0;No
31903;52;Gerente;Casado;Universitario;No;1778000;No;No;Celular;2;Si
31904;52;Gerente;Casado;Universitario;No;527000;No;No;Celular;0;No
31905;55;Técnico;Divorciado;Técnico Profesional;No;8000;Si;No;Celular;0;No
31906;55;Técnico;Casado;Técnico Profesional;No;134000;Si;No;Celular;0;No
31907;47;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
31908;40;Obrero;Casado;Enseñanza Media;Si;-349000;Si;No;Celular;1;No
31909;52;Obrero;Casado;Enseñanza Media;No;41000;Si;No;Celular;0;No
31910;47;Empresario;Casado;Universitario;No;0;Si;No;Celular;1;No
31911;42;Trabajador Dependiente;Divorciado;Universitario;Si;-401000;Si;No;Celular;0;No
31912;47;Trabajador Dependiente;Casado;Universitario;No;17946000;Si;No;Celular;0;No
31913;53;Trabajador Dependiente;Casado;Universitario;No;4902000;Si;No;Celular;1;No
31914;54;Trabajador Dependiente;Casado;Universitario;No;6352000;Si;No;Celular;2;No
31915;47;Técnico;Soltero;Técnico Profesional;No;513000;Si;No;Celular;5;No
31916;48;Trabajador Dependiente;Casado;Universitario;No;649000;Si;No;Celular;1;No
31917;47;Trabajador Dependiente;Soltero;Universitario;No;18000;Si;No;Celular;17;No
31918;51;Técnico;Soltero;Técnico Profesional;No;22000;Si;No;Celular;0;No
31919;41;Trabajador Dependiente;Divorciado;Enseñanza Media;No;-258000;Si;No;Celular;0;No
31920;49;Trabajador Independiente;Casado;Enseñanza Media;No;173000;No;No;Emailing;0;No
31921;48;Trabajador Dependiente;Casado;Universitario;No;5320000;No;No;Celular;5;No
31922;55;Trabajador Dependiente;Soltero;Técnico Profesional;No;242000;No;No;Fono Particular;2;No
31923;55;Gerente;Soltero;Universitario;No;2159000;No;No;Emailing;0;Si
31924;48;Trabajador Dependiente;Casado;Universitario;No;271000;Si;No;Celular;4;No
31925;52;Trabajador Dependiente;Casado;Universitario;No;1454000;Si;No;Celular;2;Si
31926;55;Gerente;Casado;Universitario;No;8000000;No;No;Celular;2;Si
31927;47;Gerente;Soltero;Universitario;No;13014000;No;No;Celular;1;Si
31928;50;Gerente;Soltero;Universitario;No;417000;Si;No;Celular;5;No
31929;51;Técnico;Casado;Técnico Profesional;No;31000;No;No;Emailing;0;No
31930;52;Gerente;Casado;Universitario;No;1778000;No;No;Celular;3;No
31931;51;Gerente;Soltero;Universitario;No;382000;No;No;Celular;1;No
31932;53;Trabajador Dependiente;Casado;Universitario;No;1221000;Si;No;Celular;6;No
31933;54;Trabajador Dependiente;Casado;Universitario;No;2374000;Si;No;Celular;3;Si
31934;52;Gerente;Divorciado;Universitario;No;2885000;No;No;Celular;4;Si
31935;50;Trabajador Dependiente;Casado;Universitario;No;3000000;Si;Si;Celular;1;No
31936;47;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
31937;54;Técnico;Soltero;Técnico Profesional;No;403000;No;No;Celular;0;No
31938;51;Gerente;Soltero;Universitario;No;1228000;No;No;Celular;0;Si
31939;50;Trabajador Dependiente;Soltero;Universitario;No;1758000;Si;No;Celular;0;No
31940;49;Trabajador Dependiente;Soltero;Universitario;No;713000;No;No;Celular;0;No
31941;52;Empresario;Casado;Universitario;No;1076000;Si;No;Celular;0;Si
31942;52;Trabajador Dependiente;Casado;Universitario;No;563000;No;Si;Celular;2;No
31943;50;Trabajador Dependiente;Soltero;Universitario;No;3000;No;No;Celular;0;No
31944;53;Trabajador Dependiente;Casado;Enseñanza Media;No;87000;No;No;Celular;0;No
31945;48;Trabajador Dependiente;Casado;Universitario;No;1072000;No;Si;Celular;2;No
31946;48;Trabajador Dependiente;Soltero;Enseñanza Básica;No;496000;Si;No;Celular;0;No
31947;55;Gerente;Soltero;Universitario;No;404000;Si;No;Celular;0;No
31948;52;Trabajador Dependiente;Casado;Universitario;No;788000;Si;No;Celular;0;No
31949;47;Trabajador Dependiente;Divorciado;Universitario;No;0;No;No;Celular;3;No
31950;49;Trabajador Dependiente;Soltero;Universitario;No;992000;Si;No;Celular;0;Si
31951;50;Trabajador Dependiente;Divorciado;Universitario;No;1281000;No;No;Celular;0;No
31952;50;Trabajador Dependiente;Soltero;Enseñanza Básica;No;3648000;Si;No;Celular;0;No
31953;50;Trabajador Dependiente;Soltero;Universitario;No;84000;No;No;Celular;0;No
31954;50;Técnico;Divorciado;Técnico Profesional;No;66000;No;Si;Celular;2;No
31955;49;Trabajador Dependiente;Soltero;Universitario;No;1586000;No;No;Celular;0;No
31956;47;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
31957;49;Trabajador Dependiente;Casado;Universitario;No;155000;No;No;Celular;0;No
31958;50;Trabajador Dependiente;Casado;Enseñanza Básica;No;309000;No;No;Celular;0;No
31959;47;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
31960;47;Trabajador Dependiente;Soltero;Universitario;No;279000;Si;No;Celular;1;No
31961;48;Trabajador Dependiente;Casado;Universitario;No;1243000;Si;Si;Celular;0;No
31962;55;Trabajador Dependiente;Soltero;Universitario;No;233000;Si;No;Celular;4;No
31963;51;Trabajador Dependiente;Soltero;Universitario;No;220000;Si;No;Fono Particular;0;No
31964;52;Gerente;Soltero;Universitario;No;5945000;Si;No;Celular;1;No
31965;48;Trabajador Dependiente;Casado;Universitario;No;1234000;Si;No;Celular;6;No
31966;48;Técnico;Divorciado;Técnico Profesional;No;136000;Si;No;Celular;0;No
31967;51;Técnico;Divorciado;Técnico Profesional;No;49000;No;No;Celular;0;No
31968;47;Trabajador Dependiente;Soltero;Universitario;No;90000;Si;No;Celular;0;No
31969;54;Técnico;Soltero;Técnico Profesional;No;268000;Si;No;Celular;9;No
31970;55;Trabajador Dependiente;Casado;Universitario;No;314000;Si;Si;Fono Particular;0;No
31971;47;Obrero;Casado;Enseñanza Media;No;0;Si;Si;Celular;0;No
31972;54;Trabajador Dependiente;Casado;Universitario;No;277000;No;No;Celular;0;No
31973;44;Trabajador Dependiente;Casado;Universitario;Si;-30000;Si;No;Celular;0;No
31974;49;Trabajador Independiente;Casado;Enseñanza Media;No;47000;No;No;Celular;2;No
31975;51;Trabajador Dependiente;Casado;Universitario;No;382000;Si;Si;Celular;7;No
31976;47;Trabajador Dependiente;Divorciado;Universitario;No;531000;No;No;Celular;0;No
31977;48;Trabajador Dependiente;Casado;Universitario;No;244000;No;No;Celular;0;No
31978;55;Empresario;Casado;Técnico Profesional;No;98000;No;Si;Celular;0;No
31979;51;Trabajador Dependiente;Casado;Universitario;No;1651000;No;No;Celular;0;No
31980;49;Técnico;Casado;Técnico Profesional;No;272000;Si;No;Celular;2;No
31981;51;Trabajador Dependiente;Casado;Enseñanza Media;No;4000;Si;No;Celular;0;No
31982;47;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;2;No
31983;50;Trabajador Dependiente;Soltero;Universitario;No;1866000;No;No;Celular;1;No
31984;47;Trabajador Dependiente;Casado;Universitario;No;1089000;Si;No;Celular;0;Si
31985;54;Trabajador Dependiente;Soltero;Enseñanza Básica;No;286000;Si;No;Celular;0;No
31986;54;Trabajador Dependiente;Casado;Enseñanza Básica;No;412000;Si;No;Celular;2;No
31987;47;Gerente;Soltero;Universitario;No;7263000;Si;No;Fono Particular;1;No
31988;48;Trabajador Dependiente;Casado;Universitario;No;496000;Si;No;Celular;0;Si
31989;48;Trabajador Dependiente;Soltero;Universitario;No;2764000;Si;No;Celular;1;No
31990;54;Trabajador Dependiente;Soltero;Universitario;No;2131000;Si;No;Celular;0;No
31991;42;Técnico;Casado;Técnico Profesional;Si;-1490000;Si;Si;Celular;0;No
31992;47;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;0;No
31993;41;Obrero;Soltero;Enseñanza Media;No;-231000;Si;No;Celular;0;No
31994;47;Trabajador Dependiente;Casado;Universitario;No;1314000;Si;No;Celular;0;No
31995;45;Trabajador Dependiente;Soltero;Enseñanza Media;No;-38000;Si;No;Celular;0;No
31996;47;Técnico;Divorciado;Técnico Profesional;No;558000;Si;No;Celular;5;No
31997;54;Trabajador Dependiente;Divorciado;Universitario;No;592000;Si;No;Celular;0;No
31998;48;Gerente;Casado;Universitario;No;676000;No;No;Celular;1;No
31999;47;Trabajador Dependiente;Casado;Enseñanza Media;No;-99000;Si;Si;Celular;0;No
32000;47;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
32001;53;Empresario;Casado;Enseñanza Media;No;393000;Si;No;Celular;3;No
32002;50;Trabajador Dependiente;Casado;Enseñanza Media;No;48000;Si;No;Celular;3;No
32003;53;Técnico;Soltero;Técnico Profesional;No;105000;Si;No;Celular;3;No
32004;55;Trabajador Dependiente;Divorciado;Universitario;No;530000;Si;No;Celular;0;No
32005;55;Trabajador Independiente;Soltero;Universitario;No;5462000;No;No;Celular;0;Si
32006;55;Gerente;Casado;Universitario;No;4859000;No;No;Celular;1;No
32007;47;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;1;No
32008;48;Trabajador Independiente;Casado;Universitario;No;442000;Si;No;Celular;2;No
32009;47;Trabajador Dependiente;Soltero;Universitario;No;18000;Si;Si;Celular;0;No
32010;51;Gerente;Soltero;Universitario;No;1228000;No;No;Celular;8;Si
32011;45;Trabajador Dependiente;Casado;Universitario;Si;-308000;Si;No;Celular;0;No
32012;50;Trabajador Dependiente;Soltero;Técnico Profesional;No;1281000;No;No;Celular;0;No
32013;49;Trabajador Dependiente;Soltero;Universitario;No;992000;Si;No;Celular;2;No
32014;52;Gerente;Soltero;Universitario;No;1058000;Si;No;Celular;0;No
32015;52;Gerente;Casado;Universitario;No;3047000;No;No;Celular;5;Si
32016;47;Gerente;Soltero;Universitario;No;2187000;Si;No;Celular;0;No
32017;52;Trabajador Dependiente;Soltero;Universitario;No;14000;Si;No;Fono Particular;0;No
32018;50;Trabajador Dependiente;Casado;Universitario;No;156000;Si;No;Celular;0;No
32019;52;Trabajador Dependiente;Casado;Universitario;No;698000;Si;No;Celular;0;No
32020;47;Trabajador Dependiente;Casado;Universitario;No;315000;No;No;Celular;3;No
32021;50;Trabajador Dependiente;Casado;Universitario;No;201000;No;No;Fono Particular;0;No
32022;51;Trabajador Independiente;Casado;Enseñanza Media;No;1813000;No;No;Celular;0;No
32023;49;Trabajador Dependiente;Soltero;Universitario;No;308000;Si;No;Celular;4;No
32024;52;Empresario;Casado;Universitario;No;1076000;Si;No;Celular;10;No
32025;47;Obrero;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
32026;48;Trabajador Dependiente;Divorciado;Universitario;No;1000;Si;No;Celular;3;No
32027;55;Trabajador Dependiente;Casado;Universitario;No;188000;No;No;Celular;0;No
32028;49;Obrero;Casado;Enseñanza Media;No;2000;Si;Si;Celular;6;No
32029;52;Gerente;Casado;Universitario;No;1184000;Si;No;Celular;0;No
32030;54;Gerente;Soltero;Universitario;No;26575000;No;No;Celular;1;No
32031;47;Trabajador Independiente;Soltero;Universitario;No;0;Si;No;Emailing;1;No
32032;53;Trabajador Dependiente;Soltero;Universitario;No;267000;No;No;Celular;0;No
32033;53;Trabajador Dependiente;Soltero;Universitario;No;2733000;No;No;Celular;0;Si
32034;52;Trabajador Dependiente;Casado;Universitario;No;806000;No;No;Celular;1;Si
32035;50;Trabajador Dependiente;Soltero;Universitario;No;1974000;No;No;Celular;3;Si
32036;54;Trabajador Dependiente;Divorciado;Universitario;No;70000;Si;No;Emailing;6;No
32037;48;Trabajador Dependiente;Soltero;Universitario;No;1279000;Si;No;Celular;8;Si
32038;55;Trabajador Dependiente;Soltero;Universitario;No;1313000;No;No;Celular;4;No
32039;52;Trabajador Dependiente;Soltero;Universitario;No;275000;No;No;Celular;23;No
32040;47;Gerente;Casado;Universitario;No;369000;No;No;Celular;4;Si
32041;47;Trabajador Dependiente;Casado;Universitario;No;0;Si;Si;Celular;7;No
32042;53;Trabajador Dependiente;Casado;Universitario;No;69000;No;Si;Celular;3;No
32043;47;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;2;No
32044;47;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;2;No
32045;50;Trabajador Dependiente;Casado;Universitario;No;822000;No;No;Emailing;0;No
32046;51;Trabajador Dependiente;Divorciado;Universitario;No;661000;Si;No;Celular;10;Si
32047;50;Gerente;Soltero;Universitario;No;417000;Si;No;Celular;15;Si
32048;53;Trabajador Dependiente;Casado;Universitario;No;69000;No;Si;Celular;6;No
32049;47;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;3;No
32050;52;Gerente;Casado;Universitario;No;1778000;No;No;Celular;4;No
32051;54;Trabajador Dependiente;Casado;Universitario;No;79000;Si;No;Celular;5;No
32052;55;Trabajador Dependiente;Soltero;Universitario;No;1313000;No;No;Celular;6;No
32053;52;Trabajador Dependiente;Casado;Universitario;No;320000;Si;No;Celular;2;No
32054;53;Gerente;Casado;Universitario;No;573000;No;No;Celular;0;No
32055;53;Trabajador Dependiente;Soltero;Universitario;No;2085000;No;No;Celular;2;Si
32056;54;Trabajador Independiente;Casado;Enseñanza Básica;No;7468000;Si;Si;Celular;0;Si
32057;52;Trabajador Dependiente;Casado;Universitario;No;1337000;No;No;Celular;0;Si
32058;42;Trabajador Dependiente;Soltero;Enseñanza Media;No;-32000;No;Si;Celular;0;No
32059;48;Trabajador Independiente;Soltero;Enseñanza Media;No;55000;Si;No;Celular;0;No
32060;54;Trabajador Dependiente;Casado;Universitario;No;3868000;Si;No;Celular;1;No
32061;52;Trabajador Dependiente;Soltero;Universitario;No;464000;Si;No;Celular;2;No
32062;50;Trabajador Dependiente;Casado;Universitario;No;363000;Si;No;Celular;0;No
32063;47;Trabajador Dependiente;Casado;Universitario;No;243000;Si;No;Celular;0;No
32064;51;Empresario;Casado;Universitario;No;121000;Si;No;Fono Particular;0;No
32065;50;Trabajador Dependiente;Casado;Universitario;No;201000;Si;No;Celular;0;No
32066;50;Trabajador Dependiente;Soltero;Universitario;No;138000;Si;No;Celular;0;No
32067;47;Obrero;Soltero;Enseñanza Media;No;-90000;Si;No;Celular;1;No
32068;48;Gerente;Soltero;Técnico Profesional;No;6013000;Si;No;Celular;0;Si
32069;49;Trabajador Dependiente;Soltero;Técnico Profesional;No;5969000;No;No;Celular;10;No
32070;54;Gerente;Casado;Universitario;No;3301000;Si;No;Celular;4;Si
